Opening log at 2016-05-07 20:53:43.740342
[2016-05-07 21:21:10.780311] <172.16.103.57:59238>: Pressed k
[2016-05-07 21:21:10.780393] <172.16.103.57:59238>: Released k
[2016-05-07 21:21:10.780425] <172.16.103.57:59238>: Pressed e
[2016-05-07 21:21:10.780452] <172.16.103.57:59238>: Released e
[2016-05-07 21:21:10.931747] <172.16.103.57:59238>: Pressed d
[2016-05-07 21:21:11.090114] <172.16.103.57:59238>: Released d
[2016-05-07 21:21:13.451956] <172.16.103.57:59238>: Pressed a
[2016-05-07 21:21:13.581365] <172.16.103.57:59238>: Released a
[2016-05-07 21:21:14.471298] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:14.612439] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:17.807060] <172.16.103.57:59238>: Pressed 2
[2016-05-07 21:21:17.807141] <172.16.103.57:59238>: Released 2
[2016-05-07 21:21:17.807174] <172.16.103.57:59238>: Pressed e
[2016-05-07 21:21:18.279920] <172.16.103.57:59238>: Released e
[2016-05-07 21:21:18.280001] <172.16.103.57:59238>: Pressed c
[2016-05-07 21:21:18.280034] <172.16.103.57:59238>: Released c
[2016-05-07 21:21:18.780820] <172.16.103.57:59238>: Pressed h
[2016-05-07 21:21:18.780902] <172.16.103.57:59238>: Released h
[2016-05-07 21:21:18.803518] <172.16.103.57:59238>: Pressed o
[2016-05-07 21:21:18.919068] <172.16.103.57:59238>: Released o
[2016-05-07 21:21:19.019334] <172.16.103.57:59238>: Pressed <Space>
[2016-05-07 21:21:19.170344] <172.16.103.57:59238>: Released <Space>
[2016-05-07 21:21:19.331008] <172.16.103.57:59238>: Pressed o
[2016-05-07 21:21:19.479423] <172.16.103.57:59238>: Released o
[2016-05-07 21:21:19.499581] <172.16.103.57:59238>: Pressed f
[2016-05-07 21:21:19.608953] <172.16.103.57:59238>: Released f
[2016-05-07 21:21:19.687625] <172.16.103.57:59238>: Pressed f
[2016-05-07 21:21:19.839722] <172.16.103.57:59238>: Released f
[2016-05-07 21:21:21.870710] <172.16.103.57:59238>: Pressed <Enter>
[2016-05-07 21:21:22.020701] <172.16.103.57:59238>: Released <Enter>
[2016-05-07 21:21:25.902884] <172.16.103.57:59238>: Pressed d
[2016-05-07 21:21:26.021022] <172.16.103.57:59238>: Released d
[2016-05-07 21:21:26.188977] <172.16.103.57:59238>: Pressed e
[2016-05-07 21:21:26.359867] <172.16.103.57:59238>: Pressed l
[2016-05-07 21:21:26.384623] <172.16.103.57:59238>: Released e
[2016-05-07 21:21:26.510121] <172.16.103.57:59238>: Released l
[2016-05-07 21:21:26.750786] <172.16.103.57:59238>: Pressed <Space>
[2016-05-07 21:21:26.852353] <172.16.103.57:59238>: Released <Space>
[2016-05-07 21:21:29.879273] <172.16.103.57:59238>: Pressed /
[2016-05-07 21:21:30.049025] <172.16.103.57:59238>: Released /
[2016-05-07 21:21:30.307739] <172.16.103.57:59238>: Pressed r
[2016-05-07 21:21:30.457637] <172.16.103.57:59238>: Released r
[2016-05-07 21:21:33.547283] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:33.617799] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:33.717819] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:33.799124] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:33.893439] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:33.969298] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:34.030281] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:34.139456] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:34.199369] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:34.311241] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:34.389596] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:21:34.500045] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:21:36.245493] <172.16.103.57:59238>: Pressed f
[2016-05-07 21:21:36.392259] <172.16.103.57:59238>: Released f
[2016-05-07 21:21:36.460050] <172.16.103.57:59238>: Pressed o
[2016-05-07 21:21:36.578462] <172.16.103.57:59238>: Released o
[2016-05-07 21:21:36.748807] <172.16.103.57:59238>: Pressed r
[2016-05-07 21:21:36.896670] <172.16.103.57:59238>: Released r
[2016-05-07 21:21:36.959625] <172.16.103.57:59238>: Pressed m
[2016-05-07 21:21:37.086699] <172.16.103.57:59238>: Released m
[2016-05-07 21:21:37.782153] <172.16.103.57:59238>: Pressed a
[2016-05-07 21:21:37.782229] <172.16.103.57:59238>: Released a
[2016-05-07 21:21:37.893590] <172.16.103.57:59238>: Pressed t
[2016-05-07 21:21:37.953730] <172.16.103.57:59238>: Released t
[2016-05-07 21:21:38.454000] <172.16.103.57:59238>: Pressed <Space>
[2016-05-07 21:21:38.563144] <172.16.103.57:59238>: Released <Space>
[2016-05-07 21:21:39.016967] <172.16.103.57:59238>: Pressed c
[2016-05-07 21:21:39.162397] <172.16.103.57:59238>: Released c
[2016-05-07 21:21:40.263104] <172.16.103.57:59238>: Pressed ;
[2016-05-07 21:21:40.432204] <172.16.103.57:59238>: Released ;
[2016-05-07 21:21:43.717066] <172.16.103.57:59238>: Pressed s
[2016-05-07 21:21:43.867088] <172.16.103.57:59238>: Released s
[2016-05-07 21:21:47.571515] <172.16.103.57:59238>: Pressed l
[2016-05-07 21:21:48.302881] <172.16.103.57:59238>: Released l
[2016-05-07 21:21:48.302976] <172.16.103.57:59238>: Pressed o
[2016-05-07 21:21:48.781046] <172.16.103.57:59238>: Released o
[2016-05-07 21:21:48.781123] <172.16.103.57:59238>: Pressed l
[2016-05-07 21:21:48.781155] <172.16.103.57:59238>: Released l
[2016-05-07 21:21:49.496582] <172.16.103.57:59238>: Pressed .
[2016-05-07 21:21:49.557443] <172.16.103.57:59238>: Released .
[2016-05-07 21:21:50.154322] <172.16.103.57:59238>: Pressed b
[2016-05-07 21:21:50.265293] <172.16.103.57:59238>: Released b
[2016-05-07 21:21:50.443040] <172.16.103.57:59238>: Pressed a
[2016-05-07 21:21:50.592256] <172.16.103.57:59238>: Released a
[2016-05-07 21:21:50.742953] <172.16.103.57:59238>: Pressed t
[2016-05-07 21:21:50.913887] <172.16.103.57:59238>: Released t
[2016-05-07 21:21:51.152550] <172.16.103.57:59238>: Pressed <Tab>
[2016-05-07 21:21:51.295709] <172.16.103.57:59238>: Released <Tab>
[2016-05-07 21:21:53.415658] <172.16.103.57:59238>: Pressed <Down>
[2016-05-07 21:21:53.563767] <172.16.103.57:59238>: Released <Down>
[2016-05-07 21:21:54.004169] <172.16.103.57:59238>: Pressed <Down>
[2016-05-07 21:21:54.124588] <172.16.103.57:59238>: Released <Down>
[2016-05-07 21:21:54.456766] <172.16.103.57:59238>: Pressed <Enter>
[2016-05-07 21:21:54.604094] <172.16.103.57:59238>: Released <Enter>
[2016-05-07 21:21:55.537246] <172.16.103.57:59238>: Pressed <Down>
[2016-05-07 21:21:55.710239] <172.16.103.57:59238>: Released <Down>
[2016-05-07 21:21:56.369950] <172.16.103.57:59238>: Pressed <Enter>
[2016-05-07 21:21:56.535500] <172.16.103.57:59238>: Released <Enter>
[2016-05-07 21:21:56.689475] <172.16.103.57:59238>: Pressed <Tab>
[2016-05-07 21:21:56.831908] <172.16.103.57:59238>: Released <Tab>
[2016-05-07 21:21:57.515988] <172.16.103.57:59238>: Pressed <Enter>
[2016-05-07 21:21:58.281384] <172.16.103.57:59238>: Released <Enter>
[2016-05-07 21:22:05.361742] <172.16.103.57:59238>: Pressed a
[2016-05-07 21:22:05.510398] <172.16.103.57:59238>: Released a
[2016-05-07 21:22:06.481662] <172.16.103.57:59238>: Pressed <Backspace>
[2016-05-07 21:22:07.309058] <172.16.103.57:59238>: Released <Backspace>
[2016-05-07 21:22:07.781108] <172.16.103.57:59238>: Pressed s
[2016-05-07 21:22:07.781200] <172.16.103.57:59238>: Released s
[2016-05-07 21:24:01.478546] Client <172.16.103.57:59295> connected
[2016-05-07 21:24:01.495028] Client <172.16.103.57:59296> connected
[2016-05-07 21:24:01.507067] <172.16.103.57:59295>: Keylogger
[2016-05-07 21:24:01.511792] Client <172.16.103.57:59237> disconnected
[2016-05-07 21:24:01.517001] <172.16.103.57:59295>: SSID: xXSwaggernautsXx
[2016-05-07 21:24:01.543036] <172.16.103.57:59295>: IP Address: 192.168.137.221
[2016-05-07 21:24:01.560158] <172.16.103.57:59295>: signal strength (RSSI):-39 dBm
[2016-05-07 21:24:01.566652] <172.16.103.57:59296>: Debug
[2016-05-07 21:24:01.569324] Client <172.16.103.57:59238> disconnected
[2016-05-07 21:24:04.907469] <172.16.103.57:59296>: Pressed t
[2016-05-07 21:24:09.970948] <172.16.103.57:59296>: Released t
[2016-05-07 21:24:09.971689] <172.16.103.57:59296>: Pressed <F2>
[2016-05-07 21:24:10.098236] <172.16.103.57:59296>: Released <F2>
[2016-05-07 21:24:21.390881] <172.16.103.57:59296>: Pressed <F2>
[2016-05-07 21:24:21.560422] <172.16.103.57:59296>: Released <F2>
[2016-05-07 21:24:24.413707] <172.16.103.57:59296>: Pressed s
[2016-05-07 21:24:24.565408] <172.16.103.57:59296>: Released s
[2016-05-07 21:24:24.644732] <172.16.103.57:59296>: Pressed u
[2016-05-07 21:24:24.764523] <172.16.103.57:59296>: Released u
[2016-05-07 21:24:26.968729] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:24:26.968790] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:24:28.467874] <172.16.103.57:59296>: Pressed l
[2016-05-07 21:24:28.497168] <172.16.103.57:59296>: Pressed s
[2016-05-07 21:24:28.497252] <172.16.103.57:59296>: Released l
[2016-05-07 21:24:28.497758] <172.16.103.57:59296>: Released s
[2016-05-07 21:24:28.497832] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:24:28.497866] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:24:29.273489] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:24:29.363841] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:24:29.442802] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:24:29.533228] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:24:29.633262] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:24:29.705308] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:24:31.904452] <172.16.103.57:59296>: Pressed c
[2016-05-07 21:24:32.104651] <172.16.103.57:59296>: Released c
[2016-05-07 21:25:03.467633] <172.16.103.57:59296>: Pressed 1
[2016-05-07 21:25:03.467766] <172.16.103.57:59296>: Released 1
[2016-05-07 21:25:03.467824] <172.16.103.57:59296>: Pressed 3
[2016-05-07 21:25:03.467856] <172.16.103.57:59296>: Released 3
[2016-05-07 21:25:03.467946] <172.16.103.57:59296>: Pressed 3
[2016-05-07 21:25:03.966330] <172.16.103.57:59296>: Released 3
[2016-05-07 21:25:03.966492] <172.16.103.57:59296>: Pressed 7
[2016-05-07 21:25:03.966531] <172.16.103.57:59296>: Released 7
[2016-05-07 21:25:03.966559] <172.16.103.57:59296>: Pressed z
[2016-05-07 21:25:04.967013] <172.16.103.57:59296>: Pressed o
[2016-05-07 21:25:04.967087] <172.16.103.57:59296>: Released z
[2016-05-07 21:25:04.967114] <172.16.103.57:59296>: Released o
[2016-05-07 21:25:04.967259] <172.16.103.57:59296>: Pressed r
[2016-05-07 21:25:04.967306] <172.16.103.57:59296>: Released r
[2016-05-07 21:25:04.972178] <172.16.103.57:59296>: Pressed z
[2016-05-07 21:25:05.008300] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:05.027283] <172.16.103.57:59296>: Released z
[2016-05-07 21:25:05.143097] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:07.049428] <172.16.103.57:59296>: Pressed <F2>
[2016-05-07 21:25:07.219491] <172.16.103.57:59296>: Released <F2>
[2016-05-07 21:25:08.342857] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:08.442101] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:08.882740] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.021850] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:09.131642] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.259449] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:09.319376] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.420326] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:09.489472] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.588579] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:09.648825] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.758816] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:09.839858] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:09.953469] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:10.028974] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:11.019835] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:11.019935] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:11.019989] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:11.020020] <172.16.103.57:59296>: Pressed <Delete>
[2016-05-07 21:25:11.465633] <172.16.103.57:59296>: Released <Delete>
[2016-05-07 21:25:11.465713] <172.16.103.57:59296>: Pressed <Delete>
[2016-05-07 21:25:11.465746] <172.16.103.57:59296>: Released <Delete>
[2016-05-07 21:25:11.466712] <172.16.103.57:59296>: Pressed <Delete>
[2016-05-07 21:25:11.585108] <172.16.103.57:59296>: Released <Delete>
[2016-05-07 21:25:11.763889] <172.16.103.57:59296>: Pressed <Delete>
[2016-05-07 21:25:11.866950] <172.16.103.57:59296>: Released <Delete>
[2016-05-07 21:25:12.652575] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:12.803293] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:12.863220] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:13.012133] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:13.494644] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:13.603488] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:13.662842] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:13.744191] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:13.804467] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:13.894003] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:13.974294] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.033765] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.124282] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.242874] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.313495] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.352099] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.421779] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.462610] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.543142] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.604021] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.691795] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:14.750473] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:14.901872] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:15.001785] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:15.061869] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:15.280454] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:15.381755] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:15.570382] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:15.681907] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:15.868827] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:16.470269] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:16.470322] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:16.470339] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:16.470354] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:16.470368] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:16.967921] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:17.467392] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:17.469280] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:17.470359] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:17.470404] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:17.470429] <172.16.103.57:59296>: Pressed <Backspace>
[2016-05-07 21:25:17.470450] <172.16.103.57:59296>: Released <Backspace>
[2016-05-07 21:25:18.282138] <172.16.103.57:59296>: Pressed r
[2016-05-07 21:25:18.390067] <172.16.103.57:59296>: Released r
[2016-05-07 21:25:18.599321] <172.16.103.57:59296>: Pressed e
[2016-05-07 21:25:18.750109] <172.16.103.57:59296>: Pressed b
[2016-05-07 21:25:18.760260] <172.16.103.57:59296>: Released e
[2016-05-07 21:25:18.889310] <172.16.103.57:59296>: Released b
[2016-05-07 21:25:19.269868] <172.16.103.57:59296>: Pressed o
[2016-05-07 21:25:19.381300] <172.16.103.57:59296>: Released o
[2016-05-07 21:25:19.417337] <172.16.103.57:59296>: Pressed o
[2016-05-07 21:25:19.547998] <172.16.103.57:59296>: Released o
[2016-05-07 21:25:19.647007] <172.16.103.57:59296>: Pressed t
[2016-05-07 21:25:19.815188] <172.16.103.57:59296>: Released t
[2016-05-07 21:25:20.025704] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:20.186300] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:20.805712] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:20.945838] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:21.057351] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:21.174016] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:21.665453] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:21.765377] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:21.874594] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:21.974521] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.064407] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:22.165585] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.224593] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:22.333803] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.413753] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:22.523826] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.583700] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:22.684813] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.723717] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:22.833205] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:25:22.914018] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:25:23.022333] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:26:40.037585] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:26:40.997394] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:26:41.967665] <172.16.103.57:59296>: Pressed 1
[2016-05-07 21:26:41.967761] <172.16.103.57:59296>: Released 1
[2016-05-07 21:26:41.967797] <172.16.103.57:59296>: Pressed 3
[2016-05-07 21:26:41.967825] <172.16.103.57:59296>: Released 3
[2016-05-07 21:26:41.967852] <172.16.103.57:59296>: Pressed 3
[2016-05-07 21:26:41.967880] <172.16.103.57:59296>: Released 3
[2016-05-07 21:26:41.999470] <172.16.103.57:59296>: Pressed 7
[2016-05-07 21:26:43.468380] <172.16.103.57:59296>: Released 7
[2016-05-07 21:26:43.468459] <172.16.103.57:59296>: Pressed o
[2016-05-07 21:26:43.468492] <172.16.103.57:59296>: Released o
[2016-05-07 21:26:43.468520] <172.16.103.57:59296>: Pressed r
[2016-05-07 21:26:43.468547] <172.16.103.57:59296>: Released r
[2016-05-07 21:26:43.468574] <172.16.103.57:59296>: Pressed z
[2016-05-07 21:26:43.497573] <172.16.103.57:59296>: Released z
[2016-05-07 21:26:43.537119] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:26:43.667184] <172.16.103.57:59296>: Released <Enter>
[2016-05-07 21:26:48.499285] <172.16.103.57:59296>: Pressed p
[2016-05-07 21:26:48.499365] <172.16.103.57:59296>: Released p
[2016-05-07 21:26:48.499398] <172.16.103.57:59296>: Pressed a
[2016-05-07 21:26:48.536901] <172.16.103.57:59296>: Released a
[2016-05-07 21:26:48.968305] <172.16.103.57:59296>: Pressed s
[2016-05-07 21:26:48.968386] <172.16.103.57:59296>: Released s
[2016-05-07 21:26:48.974439] <172.16.103.57:59296>: Pressed s
[2016-05-07 21:26:48.974505] <172.16.103.57:59296>: Released s
[2016-05-07 21:26:48.974530] <172.16.103.57:59296>: Pressed w
[2016-05-07 21:26:48.974551] <172.16.103.57:59296>: Released w
[2016-05-07 21:26:49.968847] <172.16.103.57:59296>: Pressed o
[2016-05-07 21:26:49.968926] <172.16.103.57:59296>: Pressed r
[2016-05-07 21:26:49.968958] <172.16.103.57:59296>: Released o
[2016-05-07 21:26:49.968986] <172.16.103.57:59296>: Released r
[2016-05-07 21:26:49.969013] <172.16.103.57:59296>: Pressed d
[2016-05-07 21:26:49.969039] <172.16.103.57:59296>: Released d
[2016-05-07 21:26:50.001854] <172.16.103.57:59296>: Pressed <Enter>
[2016-05-07 21:26:50.020621] <172.16.103.57:59296>: Released <Enter>
